Ticker,Month,Daily Return
GOOGL,2022-05,0.019469723549709588
GOOGL,2022-06,-0.17219029095570987
GOOGL,2022-07,0.3704460845533663
GOOGL,2022-08,-0.2971691003729385
GOOGL,2022-09,-0.5675799398613085
GOOGL,2022-10,-0.014948270603572147
GOOGL,2022-11,0.3615830187038403
GOOGL,2022-12,-0.6268681110843713
GOOGL,2023-01,0.5900596987039991
GOOGL,2023-02,-0.43988377591714045
GOOGL,2023-03,0.6344694009073839
GOOGL,2023-04,0.19494951961441914
GOOGL,2023-05,0.6302557592661169
GOOGL,2023-06,-0.11348066184445192
GOOGL,2023-07,0.5374028610446568
GOOGL,2023-08,0.12116292592766041
GOOGL,2023-09,-0.19088150410119298
GOOGL,2023-10,-0.21032299745516508
GOOGL,2023-11,0.3205095330038808
GOOGL,2023-12,0.27545083254398417
MSFT,2019-01,0.1805572581478032
MSFT,2019-02,0.3990315389832486
MSFT,2019-03,0.25078449036031075
MSFT,2019-04,0.4900294405326805
MSFT,2019-05,-0.22089949032585834
MSFT,2019-06,0.41136613767170926
MSFT,2019-07,0.08203723766232765
MSFT,2019-08,0.08289060929734048
MSFT,2019-09,0.04798402340402963
MSFT,2019-10,0.14154874180823082
MSFT,2019-11,0.29036768617204667
MSFT,2019-12,0.19695578184478654
MSFT,2020-01,0.3728621885327299
MSFT,2020-02,-0.21225342142250242
MSFT,2020-03,0.10822206797124002
MSFT,2020-04,0.649441072481134
MSFT,2020-05,0.13375068847951477
MSFT,2020-06,0.49636590551569637
MSFT,2020-07,0.049741558957115094
MSFT,2020-08,0.48451488275638854
MSFT,2020-09,-0.2988592296760422
MSFT,2020-10,-0.1546474746342644
MSFT,2020-11,0.3091370429047485
MSFT,2020-12,0.17902815314936266
MSFT,2021-01,0.23699741856860101
MSFT,2021-02,0.02995018819672159
MSFT,2021-03,0.07594508130105668
MSFT,2021-04,0.32949636505124796
MSFT,2021-05,-0.029050184409651902
MSFT,2021-06,0.3750976185794775
MSFT,2021-07,0.2442328475374268
MSFT,2021-08,0.27613753109634726
MSFT,2021-09,-0.3184397528356478
MSFT,2021-10,0.7848987376022539
MSFT,2021-11,-0.0004952667198227749
MSFT,2021-12,0.09202949955765033
MSFT,2022-01,-0.3726042383433631
MSFT,2022-02,-0.1758908742664103
MSFT,2022-03,0.15730628383998008
MSFT,2022-04,-0.4939880898763799
MSFT,2022-05,-0.058282476300348385
MSFT,2022-06,-0.24589324435698087
MSFT,2022-07,0.46913661680234975
MSFT,2022-08,-0.288867790254121
MSFT,2022-09,-0.5348312934169813
MSFT,2022-10,0.029654617077858752
MSFT,2022-11,0.5023629262411273
MSFT,2022-12,-0.28169870963297255
MSFT,2023-01,0.18408809876431068
MSFT,2023-02,0.06864292407872762
MSFT,2023-03,0.644317917391669
MSFT,2023-04,0.35874895163666826
MSFT,2023-05,0.32032223902660373
MSFT,2023-06,0.18444399196795408
MSFT,2023-07,-0.0529039258350561
MSFT,2023-08,-0.09198921074946431
MSFT,2023-09,-0.17957113906418354
MSFT,2023-10,0.3241636974376259
MSFT,2023-11,0.5602489163294998
MSFT,2023-12,-0.03396197971847148
TSLA,2019-01,0.029569481033928625
TSLA,2019-02,0.23835480737829956
TSLA,2019-03,-0.5943489303757945
TSLA,2019-04,-0.7133141704046368
TSLA,2019-05,-1.106492483082211
TSLA,2019-06,0.98432792247653
TSLA,2019-07,0.42198242792455704
TSLA,2019-08,-0.27841955792222955
TSLA,2019-09,0.36730613807440193
TSLA,2019-10,1.2594942610339048
TSLA,2019-11,0.2546204345004671
TSLA,2019-12,1.1567822452752874
TSLA,2020-01,2.1868359515654405
TSLA,2020-02,0.4701885017389856
TSLA,2020-03,-0.682655571455032
TSLA,2020-04,2.087017883608275
TSLA,2020-05,0.3900478390803004
TSLA,2020-06,1.2549148718568715
TSLA,2020-07,1.4299488547006074
TSLA,2020-08,2.782582855692192
TSLA,2020-09,-0.42405977754719765
TSLA,2020-10,-0.41232187716720786
TSLA,2020-11,1.9907576145649308
TSLA,2020-12,1.0624909967234506
TSLA,2021-01,0.6951546513438679
TSLA,2021-02,-0.7728885512925597
TSLA,2021-03,0.10256759132685729
TSLA,2021-04,0.34044511239596953
TSLA,2021-05,-0.5912249076182247
TSLA,2021-06,0.4091049756568594
TSLA,2021-07,0.07282025666609306
TSLA,2021-08,0.332288794498274
TSLA,2021-09,0.26308204183388206
TSLA,2021-10,1.7770282291660908
TSLA,2021-11,0.2248850288740915
TSLA,2021-12,-0.29378972492289784
TSLA,2022-01,-0.44906203940308026
TSLA,2022-02,-0.3145631344092345
TSLA,2022-03,0.9962191145617606
TSLA,2022-04,-0.9800438765449548
TSLA,2022-05,-0.5069425089877743
TSLA,2022-06,-0.4613939395198585
TSLA,2022-07,1.4714816231221923
TSLA,2022-08,-0.29599221637383044
TSLA,2022-09,-0.140379561761782
TSLA,2022-10,-0.6460384406212472
TSLA,2022-11,-0.6486951927068633
TSLA,2022-12,-2.0552084131365342
TSLA,2023-01,1.8727584160857176
TSLA,2023-02,0.9721271225605418
TSLA,2023-03,0.09238926522094228
TSLA,2023-04,-1.1659100563222304
TSLA,2023-05,1.0139766566415453
TSLA,2023-06,1.2391739228696428
TSLA,2023-07,0.1613994487118047
TSLA,2023-08,-0.11151761956019167
TSLA,2023-09,-0.10211158184051221
TSLA,2023-10,-0.9471629162292146
TSLA,2023-11,0.8958213529434742
TSLA,2023-12,0.19313214871748752
